domain,model,item,y,score,p,n_chunks,no_speech
external_ood,specialist,call_000_synthetic_edge-tts,1,8.847611427307129,0.9998524380723011,2,False
external_ood,specialist_silero,call_000_synthetic_edge-tts,1,7.623367786407471,0.999554690758195,2,False
external_ood,orig_only,call_000_synthetic_edge-tts,1,6.8932459354400635,0.998986413285395,2,False
external_ood,robust_v2,call_000_synthetic_edge-tts,1,9.68153166770935,0.9999999999997566,2,False
external_ood,specialist,call_001_synthetic_edge-tts,1,5.8196940422058105,0.9977364855577474,2,False
external_ood,specialist_silero,call_001_synthetic_edge-tts,1,4.043152034282684,0.9888524999448186,2,False
external_ood,orig_only,call_001_synthetic_edge-tts,1,4.518253803253174,0.9892096471018351,2,False
external_ood,robust_v2,call_001_synthetic_edge-tts,1,5.479714974761009,0.9999999274612544,2,False
external_ood,specialist,call_002_synthetic_edge-tts,1,4.936910629272461,0.9949930185963205,1,False
external_ood,specialist_silero,call_002_synthetic_edge-tts,1,4.684144020080566,0.9937181758639549,1,False
external_ood,orig_only,call_002_synthetic_edge-tts,1,5.613844394683838,0.9963662306542839,1,False
external_ood,robust_v2,call_002_synthetic_edge-tts,1,7.227621078491211,0.9999999996169529,1,False
external_ood,specialist,call_003_synthetic_edge-tts,1,8.866011142730713,0.9998548677289967,2,False
external_ood,specialist_silero,call_003_synthetic_edge-tts,1,7.742143392562866,0.9995999357472923,2,False
external_ood,orig_only,call_003_synthetic_edge-tts,1,6.87010931968689,0.9989627135356174,2,False
external_ood,robust_v2,call_003_synthetic_edge-tts,1,9.575504302978516,0.9999999999996656,2,False
external_ood,specialist,call_004_synthetic_edge-tts,1,11.905169010162354,0.9999906526503551,2,False
external_ood,specialist_silero,call_004_synthetic_edge-tts,1,10.884930610656738,0.99997652835677,2,False
external_ood,orig_only,call_004_synthetic_edge-tts,1,10.127114295959473,0.9999600209214062,2,False
external_ood,robust_v2,call_004_synthetic_edge-tts,1,13.028784275054932,1.0,2,False
external_ood,specialist,call_005_synthetic_edge-tts,1,11.691627502441406,0.9999886660638625,1,False
external_ood,specialist_silero,call_005_synthetic_edge-tts,1,11.565670013427734,0.9999873016709443,1,False
external_ood,orig_only,call_005_synthetic_edge-tts,1,9.478322982788086,0.9999235137423608,1,False
external_ood,robust_v2,call_005_synthetic_edge-tts,1,13.212034225463867,1.0,1,False
external_ood,specialist,call_006_synthetic_edge-tts,1,5.449581623077393,0.9968417140008984,1,False
